S,D,SD,seed,miss,method,rho,top_misrank
0.15,1.0,0.15,14,biased,irt,1.0,0
0.15,1.0,0.15,14,mcar,avg,0.9879,0
0.15,1.5,0.225,0,biased,avg,1.0,0
0.15,1.5,0.225,0,biased,irt,1.0,0
0.15,1.5,0.225,0,mcar,avg,1.0,0
0.15,1.5,0.225,1,biased,avg,1.0,0
0.15,1.5,0.225,1,biased,irt,1.0,0
0.15,1.5,0.225,1,mcar,avg,1.0,0
0.15,1.5,0.225,2,biased,avg,1.0,0
0.15,1.5,0.225,2,biased,irt,1.0,0
0.15,1.5,0.225,2,mcar,avg,0.9879,0
0.15,1.5,0.225,3,biased,avg,1.0,0
0.15,1.5,0.225,3,biased,irt,1.0,0
0.15,1.5,0.225,3,mcar,avg,1.0,0
0.15,1.5,0.225,4,biased,avg,1.0,0
0.15,1.5,0.225,4,biased,irt,1.0,0
0.15,1.5,0.225,4,mcar,avg,0.9879,0
0.15,1.5,0.225,5,biased,avg,1.0,0
0.15,1.5,0.225,5,biased,irt,1.0,0
0.15,1.5,0.225,5,mcar,avg,1.0,0
0.15,1.5,0.225,6,biased,avg,1.0,0
0.15,1.5,0.225,6,biased,irt,1.0,0
0.15,1.5,0.225,6,mcar,avg,1.0,0
0.15,1.5,0.225,7,biased,avg,1.0,0
0.15,1.5,0.225,7,biased,irt,1.0,0
0.15,1.5,0.225,7,mcar,avg,0.9879,0
0.15,1.5,0.225,8,biased,avg,1.0,0
0.15,1.5,0.225,8,biased,irt,1.0,0
0.15,1.5,0.225,8,mcar,avg,1.0,0
0.15,1.5,0.225,9,biased,avg,1.0,0
0.15,1.5,0.225,9,biased,irt,1.0,0
0.15,1.5,0.225,9,mcar,avg,0.9879,0
0.15,1.5,0.225,10,biased,avg,1.0,0
0.15,1.5,0.225,10,biased,irt,1.0,0
0.15,1.5,0.225,10,mcar,avg,1.0,0
0.15,1.5,0.225,11,biased,avg,1.0,0
0.15,1.5,0.225,11,biased,irt,1.0,0
0.15,1.5,0.225,11,mcar,avg,1.0,0
0.15,1.5,0.225,12,biased,avg,1.0,0
0.15,1.5,0.225,12,biased,irt,1.0,0
0.15,1.5,0.225,12,mcar,avg,0.9879,0
0.15,1.5,0.225,13,biased,avg,1.0,0
0.15,1.5,0.225,13,biased,irt,1.0,0
0.15,1.5,0.225,13,mcar,avg,0.9636,0
0.15,1.5,0.225,14,biased,avg,1.0,0
0.15,1.5,0.225,14,biased,irt,1.0,0
0.15,1.5,0.225,14,mcar,avg,1.0,0
0.15,2.0,0.3,0,biased,avg,1.0,0
0.15,2.0,0.3,0,biased,irt,1.0,0
0.15,2.0,0.3,0,mcar,avg,0.9879,0
0.15,2.0,0.3,1,biased,avg,1.0,0
0.15,2.0,0.3,1,biased,irt,1.0,0
0.15,2.0,0.3,1,mcar,avg,1.0,0
0.15,2.0,0.3,2,biased,avg,1.0,0
0.15,2.0,0.3,2,biased,irt,1.0,0
0.15,2.0,0.3,2,mcar,avg,1.0,0
0.15,2.0,0.3,3,biased,avg,1.0,0
0.15,2.0,0.3,3,biased,irt,1.0,0
0.15,2.0,0.3,3,mcar,avg,1.0,0
0.15,2.0,0.3,4,biased,avg,1.0,0
0.15,2.0,0.3,4,biased,irt,1.0,0
0.15,2.0,0.3,4,mcar,avg,1.0,0
0.15,2.0,0.3,5,biased,avg,1.0,0
0.15,2.0,0.3,5,biased,irt,1.0,0
0.15,2.0,0.3,5,mcar,avg,0.9879,0
0.15,2.0,0.3,6,biased,avg,1.0,0
0.15,2.0,0.3,6,biased,irt,1.0,0
0.15,2.0,0.3,6,mcar,avg,1.0,0
0.15,2.0,0.3,7,biased,avg,1.0,0
0.15,2.0,0.3,7,biased,irt,1.0,0
0.15,2.0,0.3,7,mcar,avg,1.0,0
0.15,2.0,0.3,8,biased,avg,1.0,0
0.15,2.0,0.3,8,biased,irt,1.0,0
0.15,2.0,0.3,8,mcar,avg,1.0,0
0.15,2.0,0.3,9,biased,avg,1.0,0
0.15,2.0,0.3,9,biased,irt,1.0,0
0.15,2.0,0.3,9,mcar,avg,1.0,0
0.15,2.0,0.3,10,biased,avg,0.9879,0
0.15,2.0,0.3,10,biased,irt,1.0,0
0.15,2.0,0.3,10,mcar,avg,1.0,0
0.15,2.0,0.3,11,biased,avg,0.9879,0
0.15,2.0,0.3,11,biased,irt,1.0,0
0.15,2.0,0.3,11,mcar,avg,0.9879,0
0.15,2.0,0.3,12,biased,avg,1.0,0
0.15,2.0,0.3,12,biased,irt,1.0,0
0.15,2.0,0.3,12,mcar,avg,1.0,0
0.15,2.0,0.3,13,biased,avg,1.0,0
0.15,2.0,0.3,13,biased,irt,1.0,0
0.15,2.0,0.3,13,mcar,avg,1.0,0
0.15,2.0,0.3,14,biased,avg,1.0,0
0.15,2.0,0.3,14,biased,irt,1.0,0
0.15,2.0,0.3,14,mcar,avg,1.0,0
0.15,2.5,0.375,0,biased,avg,1.0,0
0.15,2.5,0.375,0,biased,irt,1.0,0
0.15,2.5,0.375,0,mcar,avg,1.0,0
0.15,2.5,0.375,1,biased,avg,1.0,0
0.15,2.5,0.375,1,biased,irt,1.0,0
0.15,2.5,0.375,1,mcar,avg,0.9879,0
0.15,2.5,0.375,2,biased,avg,1.0,0
0.15,2.5,0.375,2,biased,irt,1.0,0
0.15,2.5,0.375,2,mcar,avg,0.9879,0
0.15,2.5,0.375,3,biased,avg,1.0,0
0.15,2.5,0.375,3,biased,irt,1.0,0
0.15,2.5,0.375,3,mcar,avg,1.0,0
0.15,2.5,0.375,4,biased,avg,1.0,0
0.15,2.5,0.375,4,biased,irt,1.0,0
0.15,2.5,0.375,4,mcar,avg,1.0,0
0.15,2.5,0.375,5,biased,avg,1.0,0
0.15,2.5,0.375,5,biased,irt,1.0,0
0.15,2.5,0.375,5,mcar,avg,1.0,0
0.15,2.5,0.375,6,biased,avg,1.0,0
0.15,2.5,0.375,6,biased,irt,1.0,0
0.15,2.5,0.375,6,mcar,avg,1.0,0
0.15,2.5,0.375,7,biased,avg,1.0,0
0.15,2.5,0.375,7,biased,irt,1.0,0
0.15,2.5,0.375,7,mcar,avg,1.0,0
0.15,2.5,0.375,8,biased,avg,1.0,0
0.15,2.5,0.375,8,biased,irt,1.0,0
0.15,2.5,0.375,8,mcar,avg,1.0,0
0.15,2.5,0.375,9,biased,avg,1.0,0
0.15,2.5,0.375,9,biased,irt,1.0,0
0.15,2.5,0.375,9,mcar,avg,1.0,0
0.15,2.5,0.375,10,biased,avg,1.0,0
0.15,2.5,0.375,10,biased,irt,1.0,0
0.15,2.5,0.375,10,mcar,avg,0.9879,0
0.15,2.5,0.375,11,biased,avg,1.0,0
0.15,2.5,0.375,11,biased,irt,1.0,0
0.15,2.5,0.375,11,mcar,avg,0.9879,0
0.15,2.5,0.375,12,biased,avg,0.9879,0
0.15,2.5,0.375,12,biased,irt,1.0,0
0.15,2.5,0.375,12,mcar,avg,1.0,0
0.15,2.5,0.375,13,biased,avg,1.0,0
0.15,2.5,0.375,13,biased,irt,1.0,0
0.15,2.5,0.375,13,mcar,avg,1.0,0
0.15,2.5,0.375,14,biased,avg,1.0,0
0.15,2.5,0.375,14,biased,irt,1.0,0
0.15,2.5,0.375,14,mcar,avg,0.9515,0
0.15,3.0,0.45,0,biased,avg,1.0,0
0.15,3.0,0.45,0,biased,irt,1.0,0
0.15,3.0,0.45,0,mcar,avg,1.0,0
0.15,3.0,0.45,1,biased,avg,1.0,0
0.15,3.0,0.45,1,biased,irt,1.0,0
0.15,3.0,0.45,1,mcar,avg,0.9758,0
0.15,3.0,0.45,2,biased,avg,1.0,0
0.15,3.0,0.45,2,biased,irt,1.0,0
0.15,3.0,0.45,2,mcar,avg,0.9879,0
0.15,3.0,0.45,3,biased,avg,0.9879,0
0.15,3.0,0.45,3,biased,irt,1.0,0
0.15,3.0,0.45,3,mcar,avg,1.0,0
0.15,3.0,0.45,4,biased,avg,0.9879,0
0.15,3.0,0.45,4,biased,irt,1.0,0
0.15,3.0,0.45,4,mcar,avg,1.0,0
0.15,3.0,0.45,5,biased,avg,0.9879,0
0.15,3.0,0.45,5,biased,irt,1.0,0
0.15,3.0,0.45,5,mcar,avg,0.9879,0
0.15,3.0,0.45,6,biased,avg,1.0,0
0.15,3.0,0.45,6,biased,irt,1.0,0
0.15,3.0,0.45,6,mcar,avg,1.0,0
0.15,3.0,0.45,7,biased,avg,1.0,0
0.15,3.0,0.45,7,biased,irt,1.0,0
0.15,3.0,0.45,7,mcar,avg,1.0,0
0.15,3.0,0.45,8,biased,avg,1.0,0
0.15,3.0,0.45,8,biased,irt,1.0,0
0.15,3.0,0.45,8,mcar,avg,0.9879,0
0.15,3.0,0.45,9,biased,avg,1.0,0
0.15,3.0,0.45,9,biased,irt,1.0,0
0.15,3.0,0.45,9,mcar,avg,1.0,0
0.15,3.0,0.45,10,biased,avg,1.0,0
0.15,3.0,0.45,10,biased,irt,1.0,0
0.15,3.0,0.45,10,mcar,avg,0.9879,0
0.15,3.0,0.45,11,biased,avg,1.0,0
0.15,3.0,0.45,11,biased,irt,1.0,0
0.15,3.0,0.45,11,mcar,avg,1.0,0
0.15,3.0,0.45,12,biased,avg,1.0,0
0.15,3.0,0.45,12,biased,irt,1.0,0
0.15,3.0,0.45,12,mcar,avg,0.9879,0
0.15,3.0,0.45,13,biased,avg,1.0,0
0.15,3.0,0.45,13,biased,irt,1.0,0
0.15,3.0,0.45,13,mcar,avg,1.0,0
0.15,3.0,0.45,14,biased,avg,1.0,0
0.15,3.0,0.45,14,biased,irt,1.0,0
0.15,3.0,0.45,14,mcar,avg,0.9879,0
0.15,3.5,0.525,0,biased,avg,1.0,0
0.15,3.5,0.525,0,biased,irt,1.0,0
0.15,3.5,0.525,0,mcar,avg,0.9879,0
0.15,3.5,0.525,1,biased,avg,1.0,0
0.15,3.5,0.525,1,biased,irt,1.0,0
0.15,3.5,0.525,1,mcar,avg,1.0,0
0.15,3.5,0.525,2,biased,avg,1.0,0
0.15,3.5,0.525,2,biased,irt,1.0,0
0.15,3.5,0.525,2,mcar,avg,0.9879,0
0.15,3.5,0.525,3,biased,avg,0.9879,0
0.15,3.5,0.525,3,biased,irt,1.0,0
0.15,3.5,0.525,3,mcar,avg,1.0,0
0.15,3.5,0.525,4,biased,avg,1.0,0
0.15,3.5,0.525,4,biased,irt,1.0,0
0.15,3.5,0.525,4,mcar,avg,0.9879,0
0.15,3.5,0.525,5,biased,avg,0.9879,0
0.15,3.5,0.525,5,biased,irt,1.0,0
0.15,3.5,0.525,5,mcar,avg,1.0,0
0.15,3.5,0.525,6,biased,avg,1.0,0
0.15,3.5,0.525,6,biased,irt,1.0,0
0.15,3.5,0.525,6,mcar,avg,0.9879,0
0.15,3.5,0.525,7,biased,avg,1.0,0
0.15,3.5,0.525,7,biased,irt,1.0,0
0.15,3.5,0.525,7,mcar,avg,0.9879,0
0.15,3.5,0.525,8,biased,avg,1.0,0
0.15,3.5,0.525,8,biased,irt,1.0,0
0.15,3.5,0.525,8,mcar,avg,1.0,0
0.15,3.5,0.525,9,biased,avg,1.0,0
0.15,3.5,0.525,9,biased,irt,1.0,0
0.15,3.5,0.525,9,mcar,avg,1.0,0
0.15,3.5,0.525,10,biased,avg,1.0,0
0.15,3.5,0.525,10,biased,irt,1.0,0
0.15,3.5,0.525,10,mcar,avg,1.0,0
0.15,3.5,0.525,11,biased,avg,0.9879,0
0.15,3.5,0.525,11,biased,irt,1.0,0
0.15,3.5,0.525,11,mcar,avg,1.0,0
0.15,3.5,0.525,12,biased,avg,0.9879,0
0.15,3.5,0.525,12,biased,irt,1.0,0
0.15,3.5,0.525,12,mcar,avg,1.0,0
0.15,3.5,0.525,13,biased,avg,1.0,0
0.15,3.5,0.525,13,biased,irt,1.0,0
0.15,3.5,0.525,13,mcar,avg,1.0,0
0.15,3.5,0.525,14,biased,avg,0.9879,0
0.15,3.5,0.525,14,biased,irt,1.0,0
0.15,3.5,0.525,14,mcar,avg,1.0,0
0.15,4.0,0.6,0,biased,avg,1.0,0
0.15,4.0,0.6,0,biased,irt,1.0,0
0.15,4.0,0.6,0,mcar,avg,0.9879,0
0.15,4.0,0.6,1,biased,avg,1.0,0
0.15,4.0,0.6,1,biased,irt,1.0,0
0.15,4.0,0.6,1,mcar,avg,0.9879,0
0.15,4.0,0.6,2,biased,avg,1.0,0
0.15,4.0,0.6,2,biased,irt,1.0,0
0.15,4.0,0.6,2,mcar,avg,1.0,0
0.15,4.0,0.6,3,biased,avg,0.9879,0
0.15,4.0,0.6,3,biased,irt,1.0,0
0.15,4.0,0.6,3,mcar,avg,0.9879,1
0.15,4.0,0.6,4,biased,avg,1.0,0
0.15,4.0,0.6,4,biased,irt,1.0,0
0.15,4.0,0.6,4,mcar,avg,1.0,0
0.15,4.0,0.6,5,biased,avg,1.0,0
0.15,4.0,0.6,5,biased,irt,1.0,0
0.15,4.0,0.6,5,mcar,avg,0.9879,0
0.15,4.0,0.6,6,biased,avg,0.9879,0
0.15,4.0,0.6,6,biased,irt,1.0,0
0.15,4.0,0.6,6,mcar,avg,0.9879,0
0.15,4.0,0.6,7,biased,avg,1.0,0
0.15,4.0,0.6,7,biased,irt,1.0,0
0.15,4.0,0.6,7,mcar,avg,1.0,0
0.15,4.0,0.6,8,biased,avg,0.9879,0
0.15,4.0,0.6,8,biased,irt,1.0,0
0.15,4.0,0.6,8,mcar,avg,0.9879,0
0.15,4.0,0.6,9,biased,avg,0.9879,0
0.15,4.0,0.6,9,biased,irt,1.0,0
0.15,4.0,0.6,9,mcar,avg,0.9879,0
0.15,4.0,0.6,10,biased,avg,0.9879,0
0.15,4.0,0.6,10,biased,irt,1.0,0
0.15,4.0,0.6,10,mcar,avg,1.0,0
0.15,4.0,0.6,11,biased,avg,1.0,0
0.15,4.0,0.6,11,biased,irt,1.0,0
0.15,4.0,0.6,11,mcar,avg,1.0,0
0.15,4.0,0.6,12,biased,avg,1.0,0
0.15,4.0,0.6,12,biased,irt,1.0,0
0.15,4.0,0.6,12,mcar,avg,1.0,0
0.15,4.0,0.6,13,biased,avg,1.0,0
0.15,4.0,0.6,13,biased,irt,1.0,0
0.15,4.0,0.6,13,mcar,avg,1.0,0
0.15,4.0,0.6,14,biased,avg,1.0,0
0.15,4.0,0.6,14,biased,irt,1.0,0
0.15,4.0,0.6,14,mcar,avg,1.0,0
0.15,4.5,0.675,0,biased,avg,1.0,0
0.15,4.5,0.675,0,biased,irt,1.0,0
0.15,4.5,0.675,0,mcar,avg,0.9848,0
0.15,4.5,0.675,1,biased,avg,0.9636,0
0.15,4.5,0.675,1,biased,irt,1.0,0
0.15,4.5,0.675,1,mcar,avg,0.9879,0
0.15,4.5,0.675,2,biased,avg,0.9758,0
0.15,4.5,0.675,2,biased,irt,1.0,0
0.15,4.5,0.675,2,mcar,avg,0.9879,0
0.15,4.5,0.675,3,biased,avg,0.9758,0
0.15,4.5,0.675,3,biased,irt,1.0,0
0.15,4.5,0.675,3,mcar,avg,1.0,0
0.15,4.5,0.675,4,biased,avg,1.0,0
0.15,4.5,0.675,4,biased,irt,1.0,0
0.15,4.5,0.675,4,mcar,avg,0.9666,0
0.15,4.5,0.675,5,biased,avg,1.0,0
0.15,4.5,0.675,5,biased,irt,1.0,0
0.15,4.5,0.675,5,mcar,avg,1.0,0
0.15,4.5,0.675,6,biased,avg,1.0,0
0.15,4.5,0.675,6,biased,irt,1.0,0
0.15,4.5,0.675,6,mcar,avg,0.9758,0
0.15,4.5,0.675,7,biased,avg,0.9879,0
0.15,4.5,0.675,7,biased,irt,1.0,0
0.15,4.5,0.675,7,mcar,avg,1.0,0
0.15,4.5,0.675,8,biased,avg,1.0,0
0.15,4.5,0.675,8,biased,irt,1.0,0
0.15,4.5,0.675,8,mcar,avg,1.0,0
0.15,4.5,0.675,9,biased,avg,1.0,0
0.15,4.5,0.675,9,biased,irt,1.0,0
0.15,4.5,0.675,9,mcar,avg,0.9636,0
0.15,4.5,0.675,10,biased,avg,1.0,0
0.15,4.5,0.675,10,biased,irt,1.0,0
0.15,4.5,0.675,10,mcar,avg,1.0,0
0.15,4.5,0.675,11,biased,avg,1.0,0
0.15,4.5,0.675,11,biased,irt,1.0,0
0.15,4.5,0.675,11,mcar,avg,0.9152,0
0.15,4.5,0.675,12,biased,avg,0.9879,0
0.15,4.5,0.675,12,biased,irt,1.0,0
0.15,4.5,0.675,12,mcar,avg,1.0,0
0.15,4.5,0.675,13,biased,avg,1.0,0
0.15,4.5,0.675,13,biased,irt,1.0,0
0.15,4.5,0.675,13,mcar,avg,1.0,0
0.15,4.5,0.675,14,biased,avg,1.0,0
0.15,4.5,0.675,14,biased,irt,1.0,0
0.15,4.5,0.675,14,mcar,avg,1.0,0
0.15,5.0,0.75,0,biased,avg,1.0,0
0.15,5.0,0.75,0,biased,irt,1.0,0
0.15,5.0,0.75,0,mcar,avg,0.9758,0
0.15,5.0,0.75,1,biased,avg,1.0,0
0.15,5.0,0.75,1,biased,irt,1.0,0
0.15,5.0,0.75,1,mcar,avg,1.0,0
0.15,5.0,0.75,2,biased,avg,0.9394,0
0.15,5.0,0.75,2,biased,irt,1.0,0
0.15,5.0,0.75,2,mcar,avg,0.9758,0
0.15,5.0,0.75,3,biased,avg,0.9879,0
0.15,5.0,0.75,3,biased,irt,1.0,0
0.15,5.0,0.75,3,mcar,avg,1.0,0
0.15,5.0,0.75,4,biased,avg,0.9879,0
0.15,5.0,0.75,4,biased,irt,1.0,0
0.15,5.0,0.75,4,mcar,avg,0.9848,0
0.15,5.0,0.75,5,biased,avg,0.9758,0
0.15,5.0,0.75,5,biased,irt,1.0,0
0.15,5.0,0.75,5,mcar,avg,1.0,0
0.15,5.0,0.75,6,biased,avg,0.9879,0
0.15,5.0,0.75,6,biased,irt,1.0,0
0.15,5.0,0.75,6,mcar,avg,0.9515,0
0.15,5.0,0.75,7,biased,avg,1.0,0
0.15,5.0,0.75,7,biased,irt,1.0,0
0.15,5.0,0.75,7,mcar,avg,0.9758,0
0.15,5.0,0.75,8,biased,avg,0.9879,0
0.15,5.0,0.75,8,biased,irt,1.0,0
0.15,5.0,0.75,8,mcar,avg,0.9879,0
0.15,5.0,0.75,9,biased,avg,0.9879,0
0.15,5.0,0.75,9,biased,irt,1.0,0
0.15,5.0,0.75,9,mcar,avg,0.9879,0
0.15,5.0,0.75,10,biased,avg,0.9758,0
0.15,5.0,0.75,10,biased,irt,1.0,0
0.15,5.0,0.75,10,mcar,avg,0.9879,0
0.15,5.0,0.75,11,biased,avg,0.9758,0
0.15,5.0,0.75,11,biased,irt,1.0,0
0.15,5.0,0.75,11,mcar,avg,0.9879,1
0.15,5.0,0.75,12,biased,avg,0.9758,0
0.15,5.0,0.75,12,biased,irt,1.0,0
0.15,5.0,0.75,12,mcar,avg,0.9636,0
0.15,5.0,0.75,13,biased,avg,0.9879,0
0.15,5.0,0.75,13,biased,irt,1.0,0
0.15,5.0,0.75,13,mcar,avg,1.0,0
0.15,5.0,0.75,14,biased,avg,0.9515,0
0.15,5.0,0.75,14,biased,irt,1.0,0
0.15,5.0,0.75,14,mcar,avg,1.0,0
0.2,0.5,0.1,0,biased,avg,1.0,0
0.2,0.5,0.1,0,biased,irt,1.0,0
0.2,0.5,0.1,0,mcar,avg,1.0,0
0.2,0.5,0.1,1,biased,avg,1.0,0
0.2,0.5,0.1,1,biased,irt,1.0,0
0.2,0.5,0.1,1,mcar,avg,1.0,0
0.2,0.5,0.1,2,biased,avg,1.0,0
0.2,0.5,0.1,2,biased,irt,1.0,0
0.2,0.5,0.1,2,mcar,avg,1.0,0
0.2,0.5,0.1,3,biased,avg,1.0,0
0.2,0.5,0.1,3,biased,irt,1.0,0
0.2,0.5,0.1,3,mcar,avg,1.0,0
0.2,0.5,0.1,4,biased,avg,1.0,0
0.2,0.5,0.1,4,biased,irt,1.0,0
0.2,0.5,0.1,4,mcar,avg,1.0,0
0.2,0.5,0.1,5,biased,avg,1.0,0
0.2,0.5,0.1,5,biased,irt,1.0,0
0.2,0.5,0.1,5,mcar,avg,1.0,0
0.2,0.5,0.1,6,biased,avg,1.0,0
0.2,0.5,0.1,6,biased,irt,1.0,0
0.2,0.5,0.1,6,mcar,avg,1.0,0
0.2,0.5,0.1,7,biased,avg,1.0,0
0.2,0.5,0.1,7,biased,irt,1.0,0
0.2,0.5,0.1,7,mcar,avg,0.9879,1
0.2,0.5,0.1,8,biased,avg,1.0,0
0.2,0.5,0.1,8,biased,irt,1.0,0
0.2,0.5,0.1,8,mcar,avg,1.0,0
0.2,0.5,0.1,9,biased,avg,1.0,0
0.2,0.5,0.1,9,biased,irt,1.0,0
0.2,0.5,0.1,9,mcar,avg,1.0,0
0.2,0.5,0.1,10,biased,avg,1.0,0
0.2,0.5,0.1,10,biased,irt,1.0,0
0.2,0.5,0.1,10,mcar,avg,1.0,0
0.2,0.5,0.1,11,biased,avg,1.0,0
0.2,0.5,0.1,11,biased,irt,1.0,0
0.2,0.5,0.1,11,mcar,avg,1.0,0
0.2,0.5,0.1,12,biased,avg,1.0,0
0.2,0.5,0.1,12,biased,irt,1.0,0
0.2,0.5,0.1,12,mcar,avg,1.0,0
0.2,0.5,0.1,13,biased,avg,1.0,0
0.2,0.5,0.1,13,biased,irt,1.0,0
0.2,0.5,0.1,13,mcar,avg,1.0,0
0.2,0.5,0.1,14,biased,avg,1.0,0
0.2,0.5,0.1,14,biased,irt,1.0,0
0.2,0.5,0.1,14,mcar,avg,0.9879,0
0.2,1.0,0.2,0,biased,avg,1.0,0
0.2,1.0,0.2,0,biased,irt,1.0,0
0.2,1.0,0.2,0,mcar,avg,1.0,0
0.2,1.0,0.2,1,biased,avg,1.0,0
0.2,1.0,0.2,1,biased,irt,1.0,0
0.2,1.0,0.2,1,mcar,avg,1.0,0
0.2,1.0,0.2,2,biased,avg,1.0,0
0.2,1.0,0.2,2,biased,irt,1.0,0
0.2,1.0,0.2,2,mcar,avg,1.0,0
0.2,1.0,0.2,3,biased,avg,1.0,0
0.2,1.0,0.2,3,biased,irt,1.0,0
0.2,1.0,0.2,3,mcar,avg,1.0,0
0.2,1.0,0.2,4,biased,avg,0.9879,0
0.2,1.0,0.2,4,biased,irt,1.0,0
0.2,1.0,0.2,4,mcar,avg,1.0,0
0.2,1.0,0.2,5,biased,avg,1.0,0
0.2,1.0,0.2,5,biased,irt,1.0,0
0.2,1.0,0.2,5,mcar,avg,1.0,0
0.2,1.0,0.2,6,biased,avg,1.0,0
0.2,1.0,0.2,6,biased,irt,1.0,0
0.2,1.0,0.2,6,mcar,avg,1.0,0
0.2,1.0,0.2,7,biased,avg,1.0,0
0.2,1.0,0.2,7,biased,irt,1.0,0
0.2,1.0,0.2,7,mcar,avg,1.0,0
0.2,1.0,0.2,8,biased,avg,1.0,0
0.2,1.0,0.2,8,biased,irt,1.0,0
0.2,1.0,0.2,8,mcar,avg,1.0,0
0.2,1.0,0.2,9,biased,avg,1.0,0
0.2,1.0,0.2,9,biased,irt,1.0,0
0.2,1.0,0.2,9,mcar,avg,0.9879,0
0.2,1.0,0.2,10,biased,avg,1.0,0
0.2,1.0,0.2,10,biased,irt,1.0,0
0.2,1.0,0.2,10,mcar,avg,1.0,0
0.2,1.0,0.2,11,biased,avg,1.0,0
0.2,1.0,0.2,11,biased,irt,1.0,0
0.2,1.0,0.2,11,mcar,avg,1.0,0
0.2,1.0,0.2,12,biased,avg,1.0,0
0.2,1.0,0.2,12,biased,irt,1.0,0
0.2,1.0,0.2,12,mcar,avg,1.0,0
0.2,1.0,0.2,13,biased,avg,1.0,0
0.2,1.0,0.2,13,biased,irt,1.0,0
0.2,1.0,0.2,13,mcar,avg,0.9879,0
0.2,1.0,0.2,14,biased,avg,1.0,0
0.2,1.0,0.2,14,biased,irt,1.0,0
0.2,1.0,0.2,14,mcar,avg,1.0,0
0.2,1.5,0.3,0,biased,avg,0.9636,0
0.2,1.5,0.3,0,biased,irt,1.0,0
0.2,1.5,0.3,0,mcar,avg,1.0,0
0.2,1.5,0.3,1,biased,avg,1.0,0
0.2,1.5,0.3,1,biased,irt,1.0,0
0.2,1.5,0.3,1,mcar,avg,1.0,0
0.2,1.5,0.3,2,biased,avg,1.0,0
0.2,1.5,0.3,2,biased,irt,1.0,0
0.2,1.5,0.3,2,mcar,avg,1.0,0
0.2,1.5,0.3,3,biased,avg,0.9879,0
0.2,1.5,0.3,3,biased,irt,1.0,0
0.2,1.5,0.3,3,mcar,avg,1.0,0
0.2,1.5,0.3,4,biased,avg,0.9879,0
0.2,1.5,0.3,4,biased,irt,1.0,0
0.2,1.5,0.3,4,mcar,avg,1.0,0
0.2,1.5,0.3,5,biased,avg,1.0,0
0.2,1.5,0.3,5,biased,irt,1.0,0
0.2,1.5,0.3,5,mcar,avg,1.0,0
0.2,1.5,0.3,6,biased,avg,1.0,0
0.2,1.5,0.3,6,biased,irt,1.0,0
0.2,1.5,0.3,6,mcar,avg,1.0,0
0.2,1.5,0.3,7,biased,avg,1.0,0
0.2,1.5,0.3,7,biased,irt,1.0,0
0.2,1.5,0.3,7,mcar,avg,1.0,0
0.2,1.5,0.3,8,biased,avg,1.0,0
0.2,1.5,0.3,8,biased,irt,1.0,0
0.2,1.5,0.3,8,mcar,avg,1.0,0
0.2,1.5,0.3,9,biased,avg,1.0,0
0.2,1.5,0.3,9,biased,irt,1.0,0
0.2,1.5,0.3,9,mcar,avg,1.0,0
0.2,1.5,0.3,10,biased,avg,1.0,0
0.2,1.5,0.3,10,biased,irt,1.0,0
0.2,1.5,0.3,10,mcar,avg,1.0,0
0.2,1.5,0.3,11,biased,avg,1.0,0
0.2,1.5,0.3,11,biased,irt,1.0,0
0.2,1.5,0.3,11,mcar,avg,1.0,0
0.2,1.5,0.3,12,biased,avg,1.0,0
0.2,1.5,0.3,12,biased,irt,1.0,0
0.2,1.5,0.3,12,mcar,avg,1.0,0
0.2,1.5,0.3,13,biased,avg,0.9879,0
0.2,1.5,0.3,13,biased,irt,1.0,0
0.2,1.5,0.3,13,mcar,avg,1.0,0
0.2,1.5,0.3,14,biased,avg,1.0,0
0.2,1.5,0.3,14,biased,irt,1.0,0
0.2,1.5,0.3,14,mcar,avg,1.0,0
0.2,2.0,0.4,0,biased,avg,0.9879,0
0.2,2.0,0.4,0,biased,irt,1.0,0
0.2,2.0,0.4,0,mcar,avg,1.0,0
0.2,2.0,0.4,1,biased,avg,0.9879,0
0.2,2.0,0.4,1,biased,irt,1.0,0
0.2,2.0,0.4,1,mcar,avg,1.0,0
0.2,2.0,0.4,2,biased,avg,1.0,0
0.2,2.0,0.4,2,biased,irt,1.0,0
0.2,2.0,0.4,2,mcar,avg,1.0,0
0.2,2.0,0.4,3,biased,avg,1.0,0
0.2,2.0,0.4,3,biased,irt,1.0,0
0.2,2.0,0.4,3,mcar,avg,0.9879,0
0.2,2.0,0.4,4,biased,avg,1.0,0
0.2,2.0,0.4,4,biased,irt,1.0,0
0.2,2.0,0.4,4,mcar,avg,1.0,0
0.2,2.0,0.4,5,biased,avg,1.0,0
0.2,2.0,0.4,5,biased,irt,1.0,0
0.2,2.0,0.4,5,mcar,avg,1.0,0
0.2,2.0,0.4,6,biased,avg,1.0,0
0.2,2.0,0.4,6,biased,irt,1.0,0
0.2,2.0,0.4,6,mcar,avg,0.9879,0
0.2,2.0,0.4,7,biased,avg,1.0,0
0.2,2.0,0.4,7,biased,irt,1.0,0
0.2,2.0,0.4,7,mcar,avg,1.0,0
0.2,2.0,0.4,8,biased,avg,1.0,0
0.2,2.0,0.4,8,biased,irt,1.0,0
0.2,2.0,0.4,8,mcar,avg,1.0,0
0.2,2.0,0.4,9,biased,avg,0.9879,0
0.2,2.0,0.4,9,biased,irt,1.0,0
